N,Iterative,Recursive,Dynamic Programming
215,0.000000,-,0.001000
216,0.000000,-,0.001000
217,0.000000,-,0.001000
218,0.000000,-,0.001000
219,0.000000,-,0.002000
220,0.000000,-,0.002000
221,0.000000,-,0.001000
222,0.000000,-,0.001000
223,0.001000,-,0.001000
224,0.000000,-,0.001000
225,0.000000,-,0.002000
226,0.000000,-,0.002000
227,0.000000,-,0.002000
228,0.000000,-,0.001000
229,0.000000,-,0.001000
230,0.000000,-,0.001000
231,0.000000,-,0.001000
232,0.000000,-,0.002000
233,0.000000,-,0.002000
234,0.000000,-,0.001000
235,0.000000,-,0.001000
236,0.000000,-,0.001000
237,0.000000,-,0.001000
238,0.000000,-,0.001000
239,0.000000,-,0.002000
240,0.000000,-,0.002000
241,0.000000,-,0.002000
242,0.000000,-,0.001000
243,0.000000,-,0.002000
244,0.000000,-,0.002000
245,0.000000,-,0.002000
246,0.000000,-,0.002000
247,0.000000,-,0.002000
248,0.000000,-,0.002000
249,0.000000,-,0.001000
250,0.000000,-,0.001000
251,0.000000,-,0.001000
252,0.000000,-,0.001000
253,0.000000,-,0.001000
254,0.000000,-,0.002000
255,0.000000,-,0.002000
256,0.000000,-,0.002000
257,0.000000,-,0.002000
258,0.000000,-,0.002000
259,0.000000,-,0.002000
260,0.000000,-,0.001000
261,0.000000,-,0.001000
262,0.000000,-,0.001000
263,0.000000,-,0.002000
264,0.000000,-,0.002000
265,0.000000,-,0.002000
266,0.000000,-,0.001000
267,0.001000,-,0.001000
268,0.000000,-,0.001000
269,0.000000,-,0.002000
270,0.000000,-,0.007000
271,0.000000,-,0.001000
272,0.000000,-,0.002000
273,0.000000,-,0.002000
274,0.000000,-,0.002000
275,0.000000,-,0.001000
276,0.000000,-,0.002000
277,0.000000,-,0.002000
278,0.000000,-,0.001000
279,0.000000,-,0.002000
280,0.000000,-,0.002000
281,0.000000,-,0.002000
282,0.000000,-,0.002000
283,0.000000,-,0.002000
284,0.000000,-,0.002000
285,0.000000,-,0.002000
286,0.000000,-,0.001000
287,0.000000,-,0.002000
288,0.000000,-,0.002000
289,0.000000,-,0.002000
290,0.000000,-,0.002000
291,0.000000,-,0.002000
292,0.000000,-,0.002000
293,0.000000,-,0.002000
294,0.000000,-,0.002000
295,0.000000,-,0.002000
296,0.000000,-,0.002000
297,0.000000,-,0.002000
298,0.000000,-,0.002000
299,0.000000,-,0.002000
300,0.000000,-,0.002000
301,0.000000,-,0.002000
302,0.000000,-,0.002000
303,0.000000,-,0.002000
304,0.000000,-,0.002000
305,0.000000,-,0.002000
306,0.000000,-,0.002000
307,0.000000,-,0.002000
308,0.000000,-,0.002000
309,0.001000,-,0.002000
310,0.000000,-,0.002000
311,0.000000,-,0.002000
312,0.000000,-,0.002000
313,0.000000,-,0.001000
314,0.000000,-,0.002000
315,0.000000,-,0.002000
316,0.000000,-,0.002000
317,0.000000,-,0.002000
318,0.000000,-,0.002000
319,0.000000,-,0.002000
320,0.000000,-,0.002000
321,0.000000,-,0.002000
322,0.000000,-,0.002000
323,0.000000,-,0.002000
324,0.000000,-,0.002000
325,0.000000,-,0.001000
326,0.000000,-,0.002000
327,0.000000,-,0.002000
328,0.000000,-,0.002000
329,0.000000,-,0.002000
330,0.000000,-,0.002000
331,0.000000,-,0.003000
332,0.000000,-,0.002000
333,0.000000,-,0.002000
334,0.000000,-,0.002000
335,0.000000,-,0.002000
336,0.000000,-,0.002000
337,0.000000,-,0.002000
338,0.000000,-,0.002000
339,0.000000,-,0.002000
340,0.000000,-,0.002000
341,0.000000,-,0.002000
342,0.000000,-,0.002000
